,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore,Solar
2024-01-14 11:00:00+01:00,0.0,0.44,1080.98,997.52,17.0,30.14,
2024-01-14 12:00:00+01:00,0.0,0.44,1076.38,978.45,17.03,28.12,
2024-01-14 13:00:00+01:00,0.0,0.44,1067.83,929.01,16.75,40.35,
2024-01-14 14:00:00+01:00,0.0,0.44,1073.09,878.41,15.77,75.61,
2024-01-14 15:00:00+01:00,0.0,0.44,1071.21,934.03,14.37,104.35,
2024-01-14 16:00:00+01:00,0.0,0.44,1094.2,979.06,13.88,162.81,
2024-01-14 17:00:00+01:00,0.0,0.44,1098.36,1013.36,13.81,217.39,
2024-01-14 18:00:00+01:00,0.0,0.44,1088.29,962.01,13.7,238.52,
2024-01-14 19:00:00+01:00,0.0,0.44,1082.91,886.12,14.19,234.37,
2024-01-14 20:00:00+01:00,0.0,0.44,1083.24,781.78,14.97,254.02,
2024-01-14 21:00:00+01:00,0.0,0.44,1075.29,682.22,15.03,277.72,
2024-01-14 22:00:00+01:00,0.0,0.44,1072.56,659.03,14.44,270.36,
2024-01-14 23:00:00+01:00,0.0,0.44,1076.99,514.0,15.74,249.01,
2024-01-15 00:00:00+01:00,0.0,0.44,1068.72,467.2,16.6,239.21,
2024-01-15 01:00:00+01:00,0.0,0.44,1072.84,502.85,16.81,218.77,
2024-01-15 02:00:00+01:00,0.0,0.44,1060.88,485.23,16.74,211.48,
2024-01-15 03:00:00+01:00,0.0,0.44,1058.77,481.4,16.15,219.58,
2024-01-15 04:00:00+01:00,0.0,0.44,1063.86,482.0,15.87,211.13,
2024-01-15 05:00:00+01:00,0.0,0.44,1056.9,507.62,17.08,214.29,
2024-01-15 06:00:00+01:00,0.0,0.44,1061.21,710.04,15.72,219.64,
2024-01-15 07:00:00+01:00,0.0,0.44,1060.23,956.29,14.76,208.78,
2024-01-15 08:00:00+01:00,0.0,0.44,1067.72,906.56,14.4,210.64,
2024-01-15 09:00:00+01:00,0.0,0.44,1073.65,1053.85,14.74,228.6,
2024-01-15 10:00:00+01:00,0.0,0.44,1070.46,987.01,14.14,222.42,
2024-01-15 11:00:00+01:00,0.0,0.44,1069.8,1133.98,13.37,198.24,
2024-01-15 12:00:00+01:00,0.0,0.44,1070.88,1048.29,13.98,170.3,
2024-01-15 13:00:00+01:00,0.0,0.44,1075.03,960.53,14.33,170.47,
2024-01-15 14:00:00+01:00,0.0,0.44,1088.53,1057.36,14.22,138.84,
2024-01-15 15:00:00+01:00,0.0,0.44,1091.92,1080.91,14.17,149.68,
2024-01-15 16:00:00+01:00,0.0,0.44,1086.78,1008.27,13.16,171.8,
2024-01-15 17:00:00+01:00,0.0,0.44,1085.88,1065.52,12.68,143.73,
2024-01-15 18:00:00+01:00,0.0,0.44,1083.95,1129.9,12.4,148.72,
2024-01-15 19:00:00+01:00,0.0,0.44,1085.9,1061.08,12.53,135.48,
2024-01-15 20:00:00+01:00,0.0,0.44,1080.38,965.15,12.15,95.11,
2024-01-15 21:00:00+01:00,0.0,0.44,1092.73,1084.14,11.27,73.8,
2024-01-15 22:00:00+01:00,0.0,0.44,1095.32,1067.93,12.4,58.74,
2024-01-15 23:00:00+01:00,0.0,0.44,1091.22,969.69,13.07,30.33,
2024-01-16 00:00:00+01:00,0.0,0.44,1096.57,890.1,13.26,11.49,
2024-01-16 01:00:00+01:00,0.0,0.44,1092.97,908.66,13.64,7.08,
2024-01-16 02:00:00+01:00,0.0,0.44,1099.49,968.36,13.74,16.35,
2024-01-16 03:00:00+01:00,0.0,0.44,1096.0,863.79,14.5,37.11,
2024-01-16 04:00:00+01:00,0.0,0.44,1088.87,798.76,14.76,30.74,
2024-01-16 05:00:00+01:00,0.0,0.44,1076.25,928.07,13.14,63.2,
2024-01-16 06:00:00+01:00,0.0,0.44,1093.27,963.96,12.87,147.28,
2024-01-16 07:00:00+01:00,0.0,0.44,1103.25,1011.82,13.29,168.58,
2024-01-16 08:00:00+01:00,0.0,0.44,1083.82,884.97,13.0,224.54,
2024-01-16 09:00:00+01:00,0.0,0.44,1068.81,901.8,13.5,239.73,
2024-01-16 10:00:00+01:00,0.0,0.44,1060.87,905.31,13.38,247.51,
2024-01-16 11:00:00+01:00,0.0,0.44,1064.31,959.15,13.47,260.1,
2024-01-16 12:00:00+01:00,0.0,0.44,1071.02,925.99,13.19,257.41,
2024-01-16 13:00:00+01:00,0.0,0.44,1095.69,942.13,13.43,263.67,
2024-01-16 14:00:00+01:00,0.0,0.44,1084.87,941.64,13.42,257.19,
2024-01-16 15:00:00+01:00,0.0,0.44,1090.36,977.46,12.72,254.37,
2024-01-16 16:00:00+01:00,0.0,0.44,1086.41,1032.91,10.92,217.44,
2024-01-16 17:00:00+01:00,0.0,0.44,1096.31,989.69,9.85,223.26,
2024-01-16 18:00:00+01:00,0.0,0.44,1096.58,976.16,11.64,198.69,
2024-01-16 19:00:00+01:00,0.0,0.44,1090.4,979.48,10.29,183.82,
2024-01-16 20:00:00+01:00,0.0,0.44,1092.85,1010.35,11.24,180.17,
2024-01-16 21:00:00+01:00,0.0,0.44,1088.58,989.77,12.16,201.99,
2024-01-16 22:00:00+01:00,0.0,0.44,1071.07,838.53,12.68,215.32,
2024-01-16 23:00:00+01:00,0.0,0.44,1055.92,628.13,13.04,195.59,
2024-01-17 00:00:00+01:00,0.0,0.44,1082.64,642.55,13.4,127.06,
2024-01-17 01:00:00+01:00,0.0,0.44,1076.66,768.49,13.47,75.03,
2024-01-17 02:00:00+01:00,0.0,0.44,1079.76,784.47,13.54,53.6,
2024-01-17 03:00:00+01:00,0.0,0.44,1061.08,686.89,13.78,49.61,
2024-01-17 04:00:00+01:00,0.0,0.44,1068.2,670.37,13.6,44.95,
2024-01-17 05:00:00+01:00,0.0,0.44,1083.78,690.27,13.54,60.99,
2024-01-17 06:00:00+01:00,0.0,0.44,1081.3,803.56,13.83,64.15,
2024-01-17 07:00:00+01:00,0.0,0.44,1080.9,944.83,13.86,66.2,
2024-01-17 08:00:00+01:00,0.0,0.44,1085.91,982.1,13.79,73.8,
2024-01-17 09:00:00+01:00,0.0,0.44,1083.17,1034.01,13.53,95.34,
2024-01-17 10:00:00+01:00,0.0,0.44,1067.86,1052.59,13.63,104.53,
2024-01-17 11:00:00+01:00,0.0,0.44,1077.31,991.81,13.65,96.43,
2024-01-17 12:00:00+01:00,0.0,0.44,1074.11,993.19,13.75,103.59,
2024-01-17 13:00:00+01:00,0.0,0.44,1077.09,1000.17,13.51,124.98,
2024-01-17 14:00:00+01:00,0.0,0.44,1078.41,973.03,13.66,149.56,
2024-01-17 15:00:00+01:00,0.0,0.44,1088.95,976.7,13.31,154.99,
2024-01-17 16:00:00+01:00,0.0,0.44,1093.37,978.33,12.92,169.73,
2024-01-17 17:00:00+01:00,0.0,0.44,1097.12,991.94,12.72,177.76,
2024-01-17 18:00:00+01:00,0.0,0.44,1097.08,1030.47,12.99,176.51,
2024-01-17 19:00:00+01:00,0.0,0.44,1093.62,988.8,13.11,186.24,
2024-01-17 20:00:00+01:00,0.0,0.44,1097.38,1008.43,13.53,174.78,
2024-01-17 21:00:00+01:00,0.0,0.44,1095.41,883.28,14.01,184.02,
2024-01-17 22:00:00+01:00,0.0,0.44,1082.49,928.28,13.9,177.11,
2024-01-17 23:00:00+01:00,0.0,0.44,1084.13,908.94,13.41,182.87,
2024-01-18 00:00:00+01:00,0.0,0.44,1085.74,972.68,13.65,188.28,
2024-01-18 01:00:00+01:00,0.0,0.44,1086.81,953.11,13.63,213.62,
2024-01-18 02:00:00+01:00,0.0,0.44,1092.44,956.89,14.03,210.12,
2024-01-18 03:00:00+01:00,0.0,0.44,1080.94,957.44,14.08,218.52,
2024-01-18 04:00:00+01:00,0.0,0.44,1087.64,959.79,14.23,213.62,
2024-01-18 05:00:00+01:00,0.0,0.44,1079.1,936.37,14.02,203.36,
2024-01-18 06:00:00+01:00,0.0,0.44,1082.11,1011.04,14.18,196.57,
2024-01-18 07:00:00+01:00,0.0,0.44,1087.9,1042.16,14.17,186.87,
2024-01-18 08:00:00+01:00,0.0,0.44,1084.97,992.44,13.98,188.49,
2024-01-18 09:00:00+01:00,0.0,0.44,1091.31,1005.46,15.85,204.87,
2024-01-18 10:00:00+01:00,0.0,0.44,1078.32,1038.92,15.6,205.02,
2024-01-18 11:00:00+01:00,0.0,0.44,1079.19,1012.76,15.37,211.74,
2024-01-18 12:00:00+01:00,0.0,0.44,1092.09,1030.3,15.22,183.42,
2024-01-18 13:00:00+01:00,0.0,0.44,1092.44,1004.08,11.66,156.27,
2024-01-18 14:00:00+01:00,0.0,0.44,1100.01,1000.73,10.79,137.65,
2024-01-18 15:00:00+01:00,0.0,0.44,1111.89,1110.51,12.24,104.49,
2024-01-18 16:00:00+01:00,0.0,0.44,1116.15,1144.38,12.42,105.13,
2024-01-18 17:00:00+01:00,0.0,0.44,1122.95,1128.28,11.87,74.9,
2024-01-18 18:00:00+01:00,0.0,0.44,1116.15,1125.55,11.15,90.15,
2024-01-18 19:00:00+01:00,0.0,0.44,1117.46,1113.78,11.59,102.39,
2024-01-18 20:00:00+01:00,0.0,0.44,1107.18,1116.81,12.37,84.38,
2024-01-18 21:00:00+01:00,0.0,0.44,1121.15,1076.17,12.45,93.29,
2024-01-18 22:00:00+01:00,0.0,0.44,1116.48,1098.17,12.88,79.88,
2024-01-18 23:00:00+01:00,0.0,0.44,1106.23,931.63,12.4,77.34,
2024-01-19 00:00:00+01:00,0.0,0.44,1105.93,869.5,12.14,90.75,
2024-01-19 01:00:00+01:00,0.0,0.44,1096.93,837.06,10.24,97.13,
2024-01-19 02:00:00+01:00,0.0,0.44,1098.92,833.66,7.82,129.73,
2024-01-19 03:00:00+01:00,0.0,0.44,1102.99,743.02,7.9,116.4,
2024-01-19 04:00:00+01:00,0.0,0.44,1094.44,708.29,8.17,104.41,
2024-01-19 05:00:00+01:00,0.0,0.44,1092.41,723.36,8.04,101.32,
2024-01-19 06:00:00+01:00,0.0,0.44,1099.43,1089.49,8.02,87.8,
2024-01-19 07:00:00+01:00,0.0,0.44,1112.8,1105.92,7.88,120.02,
2024-01-19 08:00:00+01:00,0.0,0.44,1109.23,1084.18,7.78,123.73,
2024-01-19 09:00:00+01:00,0.0,0.44,1116.25,1066.99,7.05,109.55,
2024-01-19 10:00:00+01:00,0.0,0.44,1106.68,1133.93,7.18,112.04,
2024-01-19 11:00:00+01:00,0.0,0.44,1116.38,1139.93,7.67,111.54,
2024-01-19 12:00:00+01:00,0.0,0.44,1106.45,1141.91,7.73,120.16,
2024-01-19 13:00:00+01:00,0.0,0.44,1117.85,1069.4,8.08,120.44,
2024-01-19 14:00:00+01:00,0.0,0.44,1109.89,1039.57,8.87,110.65,
2024-01-19 15:00:00+01:00,0.0,0.44,1111.83,1080.29,8.97,98.07,
2024-01-19 16:00:00+01:00,0.0,0.44,1107.63,1040.53,8.78,87.34,
2024-01-19 17:00:00+01:00,0.0,0.44,1116.88,1103.03,8.57,91.3,
2024-01-19 18:00:00+01:00,0.0,0.44,1115.34,1039.19,8.45,72.4,
2024-01-19 19:00:00+01:00,0.0,0.44,1106.84,1087.25,8.46,58.76,
2024-01-19 20:00:00+01:00,0.0,0.44,1123.38,1111.41,8.29,49.07,
2024-01-19 21:00:00+01:00,0.0,0.44,1114.14,1104.5,9.93,54.85,
2024-01-19 22:00:00+01:00,0.0,0.44,1111.83,1031.98,9.68,37.06,
2024-01-19 23:00:00+01:00,0.0,0.44,1104.73,1019.43,9.1,33.22,
2024-01-20 00:00:00+01:00,0.0,0.44,1101.18,851.7,9.58,41.1,
2024-01-20 01:00:00+01:00,0.0,0.44,1091.49,834.51,10.03,34.72,
2024-01-20 02:00:00+01:00,0.0,0.44,1084.68,821.08,10.44,50.18,
2024-01-20 03:00:00+01:00,0.0,0.44,1087.17,821.28,10.47,65.62,
2024-01-20 04:00:00+01:00,0.0,0.44,1086.79,817.59,10.5,87.39,
2024-01-20 05:00:00+01:00,0.0,0.44,1088.56,711.38,10.93,67.95,
2024-01-20 06:00:00+01:00,0.0,0.44,1089.97,785.78,11.29,56.64,
2024-01-20 07:00:00+01:00,0.0,0.44,1084.77,826.33,11.4,40.32,
2024-01-20 08:00:00+01:00,0.0,0.44,1089.83,884.89,10.88,15.76,
2024-01-20 09:00:00+01:00,0.0,0.44,1094.09,898.17,10.37,6.24,
2024-01-20 10:00:00+01:00,0.0,0.44,1089.9,893.79,10.22,2.46,
2024-01-20 11:00:00+01:00,0.0,0.44,1092.58,848.2,10.05,7.58,
2024-01-20 12:00:00+01:00,0.0,0.44,1095.45,848.44,9.99,40.55,
2024-01-20 13:00:00+01:00,0.0,0.44,1087.22,886.35,10.44,71.5,
2024-01-20 14:00:00+01:00,0.0,0.44,1095.08,873.13,10.49,137.76,
2024-01-20 15:00:00+01:00,0.0,0.44,1094.94,875.28,10.45,224.07,
2024-01-20 16:00:00+01:00,0.0,0.44,1102.36,868.32,9.88,241.91,
2024-01-20 17:00:00+01:00,0.0,0.44,1101.99,984.05,9.7,255.03,
2024-01-20 18:00:00+01:00,0.0,0.44,1093.36,993.48,9.7,235.92,
2024-01-20 19:00:00+01:00,0.0,0.44,1088.91,807.51,9.82,266.57,
2024-01-20 20:00:00+01:00,0.0,0.44,1093.7,914.08,9.85,290.57,
2024-01-20 21:00:00+01:00,0.0,0.44,1089.53,806.99,10.02,290.09,
2024-01-20 22:00:00+01:00,0.0,0.44,1083.69,789.57,10.37,265.87,
2024-01-20 23:00:00+01:00,0.0,0.44,1075.62,708.38,10.18,252.71,
2024-01-21 00:00:00+01:00,0.0,0.44,1054.31,614.76,10.39,205.33,
2024-01-21 01:00:00+01:00,0.0,0.44,1043.37,441.02,10.42,148.17,
2024-01-21 02:00:00+01:00,0.0,0.44,1041.17,493.03,10.73,96.43,
2024-01-21 03:00:00+01:00,0.0,0.44,1039.22,484.71,11.31,105.65,
2024-01-21 04:00:00+01:00,0.0,0.44,1036.18,241.79,12.16,118.19,
2024-01-21 05:00:00+01:00,0.0,0.44,1030.69,229.5,12.18,121.03,
2024-01-21 06:00:00+01:00,0.0,0.44,1018.98,286.5,12.32,127.4,
2024-01-21 07:00:00+01:00,0.0,0.44,1001.42,256.39,11.96,150.55,
2024-01-21 08:00:00+01:00,0.0,0.44,1002.46,416.39,11.31,160.48,
2024-01-21 09:00:00+01:00,0.0,0.44,1005.29,447.58,11.43,132.48,
2024-01-21 10:00:00+01:00,0.0,0.44,1007.58,459.74,11.13,163.4,
2024-01-21 11:00:00+01:00,0.0,0.44,995.9,561.59,10.98,177.16,
2024-01-21 12:00:00+01:00,0.0,0.44,1011.16,771.24,10.97,200.43,
2024-01-21 13:00:00+01:00,0.0,0.44,975.1,616.38,10.83,188.92,
2024-01-21 14:00:00+01:00,0.0,0.44,962.25,426.06,10.65,201.89,
2024-01-21 15:00:00+01:00,0.0,0.44,976.61,451.46,10.63,200.74,
2024-01-21 16:00:00+01:00,0.0,0.44,964.37,793.17,10.89,192.31,
2024-01-21 17:00:00+01:00,0.0,0.44,985.57,870.05,10.58,170.57,
2024-01-21 18:00:00+01:00,0.0,0.44,989.05,889.95,11.6,161.21,
2024-01-21 19:00:00+01:00,0.0,0.44,997.03,815.48,12.47,108.35,
2024-01-21 20:00:00+01:00,0.0,0.44,967.3,676.06,13.31,80.89,
2024-01-21 21:00:00+01:00,0.0,0.44,925.46,482.64,13.01,95.33,
2024-01-21 22:00:00+01:00,0.0,0.44,935.81,499.48,13.31,110.28,
2024-01-21 23:00:00+01:00,0.0,0.44,920.73,424.6,13.41,106.68,
2024-01-22 00:00:00+01:00,0.0,0.44,953.12,252.86,14.76,98.93,
2024-01-22 01:00:00+01:00,0.0,0.44,948.72,166.16,13.34,163.38,
2024-01-22 02:00:00+01:00,0.0,0.44,925.05,168.2,13.6,191.34,
2024-01-22 03:00:00+01:00,0.0,0.44,908.19,164.32,13.51,218.1,
2024-01-22 04:00:00+01:00,0.0,0.44,915.02,147.1,13.44,223.92,
2024-01-22 05:00:00+01:00,0.0,0.44,917.76,295.1,13.74,221.29,
2024-01-22 06:00:00+01:00,0.0,0.44,941.98,365.8,14.01,224.2,
2024-01-22 07:00:00+01:00,0.0,0.44,943.27,506.77,14.03,223.57,
2024-01-22 08:00:00+01:00,0.0,0.44,985.26,693.57,13.85,209.7,
2024-01-22 09:00:00+01:00,0.0,0.44,975.11,590.08,14.08,210.69,
2024-01-22 10:00:00+01:00,0.0,0.44,973.54,619.18,13.18,207.59,
2024-01-22 11:00:00+01:00,0.0,0.44,946.12,556.34,13.66,257.76,
2024-01-22 12:00:00+01:00,0.0,0.44,909.44,474.19,13.32,277.61,
2024-01-22 13:00:00+01:00,0.0,0.44,960.49,400.83,13.37,276.72,
2024-01-22 14:00:00+01:00,0.0,0.44,944.53,561.76,13.85,274.45,
2024-01-22 15:00:00+01:00,0.0,0.44,970.84,570.02,13.77,282.9,
2024-01-22 16:00:00+01:00,0.0,0.44,988.18,538.63,13.42,283.7,
2024-01-22 17:00:00+01:00,0.0,0.44,967.28,739.8,12.76,278.61,
2024-01-22 18:00:00+01:00,0.0,0.44,971.92,696.95,12.23,285.27,
2024-01-22 19:00:00+01:00,0.0,0.44,977.07,596.12,8.45,294.17,
2024-01-22 20:00:00+01:00,0.0,0.44,978.16,542.53,8.95,289.76,
2024-01-22 21:00:00+01:00,0.0,0.44,965.89,500.51,9.23,292.02,
2024-01-22 22:00:00+01:00,0.0,0.44,958.16,353.56,9.36,290.74,
2024-01-22 23:00:00+01:00,0.0,0.44,951.79,245.38,9.17,303.86,
2024-01-23 00:00:00+01:00,0.0,0.44,967.23,217.15,8.57,304.47,
2024-01-23 01:00:00+01:00,0.0,0.44,959.77,145.53,8.93,300.61,
2024-01-23 02:00:00+01:00,0.0,0.44,962.48,144.06,9.17,305.71,
2024-01-23 03:00:00+01:00,0.0,0.44,960.15,144.13,9.21,307.32,
2024-01-23 04:00:00+01:00,0.0,0.44,955.02,146.08,8.57,301.03,
2024-01-23 05:00:00+01:00,0.0,0.44,954.76,238.65,9.47,289.66,
2024-01-23 06:00:00+01:00,0.0,0.44,961.27,379.14,9.84,274.95,
2024-01-23 07:00:00+01:00,0.0,0.44,967.82,539.34,10.44,302.68,
2024-01-23 08:00:00+01:00,0.0,0.44,985.69,609.52,10.47,295.18,
2024-01-23 09:00:00+01:00,0.0,0.44,956.11,592.98,10.62,289.59,
2024-01-23 10:00:00+01:00,0.0,0.44,976.67,582.36,10.77,291.31,
2024-01-23 11:00:00+01:00,0.0,0.44,1000.52,572.73,10.58,282.96,
2024-01-23 12:00:00+01:00,0.0,0.44,1001.77,538.51,10.58,252.5,
2024-01-23 13:00:00+01:00,0.0,0.44,993.2,455.9,10.7,188.29,
2024-01-23 14:00:00+01:00,0.0,0.44,997.51,675.47,10.47,174.05,
2024-01-23 15:00:00+01:00,0.0,0.44,1011.81,678.61,10.35,123.18,
2024-01-23 16:00:00+01:00,0.0,0.44,1007.12,655.5,9.58,74.39,
2024-01-23 17:00:00+01:00,0.0,0.44,1027.91,651.62,9.34,40.47,
2024-01-23 18:00:00+01:00,0.0,0.44,1005.87,622.23,9.55,74.13,
2024-01-23 19:00:00+01:00,0.0,0.44,1004.76,615.49,9.43,90.35,
2024-01-23 20:00:00+01:00,0.0,0.44,986.97,480.88,9.81,149.2,
2024-01-23 21:00:00+01:00,0.0,0.44,981.41,338.28,9.84,252.05,
2024-01-23 22:00:00+01:00,0.0,0.44,977.39,357.2,10.5,284.14,
2024-01-23 23:00:00+01:00,0.0,0.44,955.42,279.1,10.57,298.65,
2024-01-24 00:00:00+01:00,0.0,0.44,1006.51,351.15,10.71,277.59,
2024-01-24 01:00:00+01:00,0.0,0.44,984.47,271.56,10.74,268.04,
2024-01-24 02:00:00+01:00,0.0,0.44,973.78,185.78,10.99,289.96,
2024-01-24 03:00:00+01:00,0.0,0.44,956.97,154.61,11.17,293.26,
2024-01-24 04:00:00+01:00,0.0,0.44,946.48,154.57,11.36,269.94,
2024-01-24 05:00:00+01:00,0.0,0.44,964.78,245.97,11.19,209.61,
2024-01-24 06:00:00+01:00,0.0,0.44,971.84,298.57,11.34,160.42,
2024-01-24 07:00:00+01:00,0.0,0.44,1012.28,425.65,11.4,79.74,
2024-01-24 08:00:00+01:00,0.0,0.44,996.09,596.12,11.3,51.29,
2024-01-24 09:00:00+01:00,0.0,0.44,1003.71,565.4,11.4,33.0,
2024-01-24 10:00:00+01:00,0.0,0.44,998.26,549.07,11.06,21.37,
2024-01-24 11:00:00+01:00,0.0,0.44,984.08,469.75,11.0,7.35,
2024-01-24 12:00:00+01:00,0.0,0.44,1003.07,391.12,11.1,1.28,
2024-01-24 13:00:00+01:00,0.0,0.44,995.78,361.26,10.99,0.05,
2024-01-24 14:00:00+01:00,0.0,0.44,991.45,434.42,10.77,0.28,
2024-01-24 15:00:00+01:00,0.0,0.44,987.04,433.52,10.75,1.8,
2024-01-24 16:00:00+01:00,0.0,0.44,982.47,631.95,10.56,0.63,
2024-01-24 17:00:00+01:00,0.0,0.44,1000.48,810.05,9.92,1.28,
2024-01-24 18:00:00+01:00,0.0,0.44,1010.18,785.81,9.85,2.2,
2024-01-24 19:00:00+01:00,0.0,0.44,1004.51,758.35,9.69,2.49,
2024-01-24 20:00:00+01:00,0.0,0.44,996.46,683.13,9.84,7.4,
2024-01-24 21:00:00+01:00,0.0,0.44,1006.87,565.31,10.04,12.51,
2024-01-24 22:00:00+01:00,0.0,0.44,993.35,545.14,10.27,9.13,
2024-01-24 23:00:00+01:00,0.0,0.44,976.36,461.07,10.14,8.86,
2024-01-25 00:00:00+01:00,0.0,0.44,953.48,470.07,10.21,17.85,
2024-01-25 01:00:00+01:00,0.0,0.44,963.4,386.67,9.92,41.93,
2024-01-25 02:00:00+01:00,0.0,0.44,975.06,341.59,9.82,93.12,
2024-01-25 03:00:00+01:00,0.0,0.44,970.72,339.03,10.43,146.72,
2024-01-25 04:00:00+01:00,0.0,0.44,968.38,349.71,10.42,157.74,
2024-01-25 05:00:00+01:00,0.0,0.44,972.66,444.05,10.22,179.53,
2024-01-25 06:00:00+01:00,0.0,0.44,1001.81,709.26,10.49,242.1,
2024-01-25 07:00:00+01:00,0.0,0.44,1015.18,966.83,10.38,266.71,
2024-01-25 08:00:00+01:00,0.0,0.44,1028.28,949.06,10.22,249.81,
2024-01-25 09:00:00+01:00,0.0,0.44,1033.76,946.65,10.49,276.91,
2024-01-25 10:00:00+01:00,0.0,0.44,1035.92,852.55,10.07,251.11,
2024-01-25 11:00:00+01:00,0.0,0.44,1032.91,877.24,10.17,255.94,
2024-01-25 12:00:00+01:00,0.0,0.44,1038.6,892.03,10.23,216.21,
2024-01-25 13:00:00+01:00,0.0,0.44,1052.18,935.94,9.89,183.86,
2024-01-25 14:00:00+01:00,0.0,0.44,1064.23,965.37,9.84,152.56,
2024-01-25 15:00:00+01:00,0.0,0.44,1066.62,1011.72,9.48,139.67,
2024-01-25 16:00:00+01:00,0.0,0.44,1073.89,987.14,8.91,122.13,
2024-01-25 17:00:00+01:00,0.0,0.44,1069.15,984.3,8.92,97.22,
2024-01-25 18:00:00+01:00,0.0,0.44,1062.03,942.86,8.02,47.05,
2024-01-25 19:00:00+01:00,0.0,0.44,1069.89,1014.65,6.47,31.27,
2024-01-25 20:00:00+01:00,0.0,0.44,1068.57,1015.95,7.05,46.09,
2024-01-25 21:00:00+01:00,0.0,0.44,1068.77,1012.7,8.26,59.2,
2024-01-25 22:00:00+01:00,0.0,0.44,1060.28,933.24,8.39,88.92,
2024-01-25 23:00:00+01:00,0.0,0.44,1057.04,905.52,9.2,154.05,
2024-01-26 00:00:00+01:00,0.0,0.44,1059.13,884.99,10.24,206.18,
2024-01-26 01:00:00+01:00,0.0,0.44,1045.95,880.65,11.78,201.92,
2024-01-26 02:00:00+01:00,0.0,0.44,1047.84,758.61,13.9,202.37,
2024-01-26 03:00:00+01:00,0.0,0.44,1052.5,686.42,14.43,206.89,
2024-01-26 04:00:00+01:00,0.0,0.44,1057.21,636.58,14.44,238.6,
2024-01-26 05:00:00+01:00,0.0,0.44,1036.47,597.73,14.5,239.29,
2024-01-26 06:00:00+01:00,0.0,0.44,1066.32,747.22,15.37,257.22,
2024-01-26 07:00:00+01:00,0.0,0.44,1070.42,975.01,15.7,245.54,
2024-01-26 08:00:00+01:00,0.0,0.44,1079.53,966.7,15.65,244.27,
2024-01-26 09:00:00+01:00,0.0,0.44,1084.39,1006.34,15.76,262.69,
2024-01-26 10:00:00+01:00,0.0,0.44,1082.8,828.04,15.48,258.08,
2024-01-26 11:00:00+01:00,0.0,0.44,1076.09,698.04,15.4,203.06,
2024-01-26 12:00:00+01:00,0.0,0.44,1069.77,646.65,14.89,179.9,
2024-01-26 13:00:00+01:00,0.0,0.44,1065.84,482.9,11.25,179.75,
2024-01-26 14:00:00+01:00,0.0,0.44,1043.35,428.8,10.39,145.31,
2024-01-26 15:00:00+01:00,0.0,0.44,1066.85,395.07,12.6,73.43,
2024-01-26 16:00:00+01:00,0.0,0.44,1084.72,478.33,12.66,30.99,
2024-01-26 17:00:00+01:00,0.0,0.44,1098.83,794.26,12.08,3.63,
2024-01-26 18:00:00+01:00,0.0,0.44,1110.72,808.8,11.75,18.5,
2024-01-26 19:00:00+01:00,0.0,0.44,1100.59,773.41,11.79,82.86,
2024-01-26 20:00:00+01:00,0.0,0.44,1089.42,755.01,12.76,196.47,
2024-01-26 21:00:00+01:00,0.0,0.44,1103.18,710.2,13.98,233.52,
2024-01-26 22:00:00+01:00,0.0,0.44,1091.82,660.71,14.16,224.02,
2024-01-26 23:00:00+01:00,0.0,0.44,1098.04,606.1,14.17,222.36,
2024-01-27 00:00:00+01:00,0.0,0.44,1075.15,579.51,15.09,225.47,
2024-01-27 01:00:00+01:00,0.0,0.44,1071.59,585.85,15.48,216.08,
2024-01-27 02:00:00+01:00,0.0,0.44,1069.94,723.96,15.79,154.92,
2024-01-27 03:00:00+01:00,0.0,0.44,1073.85,790.42,15.72,126.27,
2024-01-27 04:00:00+01:00,0.0,0.44,1085.75,733.55,15.93,180.94,
2024-01-27 05:00:00+01:00,0.0,0.44,1073.84,724.4,16.02,261.34,
2024-01-27 06:00:00+01:00,0.0,0.44,1081.55,713.48,16.02,294.73,
2024-01-27 07:00:00+01:00,0.0,0.44,1077.72,738.7,15.23,307.4,
2024-01-27 08:00:00+01:00,0.0,0.44,1079.6,854.81,15.17,303.86,
2024-01-27 09:00:00+01:00,0.0,0.44,1073.66,893.63,15.09,303.7,
2024-01-27 10:00:00+01:00,0.0,0.44,1088.94,924.55,14.82,304.38,
2024-01-27 11:00:00+01:00,0.0,0.44,1067.46,758.54,15.11,308.49,
2024-01-27 12:00:00+01:00,0.0,0.44,1056.44,712.65,14.6,308.37,
2024-01-27 13:00:00+01:00,0.0,0.44,1022.57,705.88,14.86,305.09,
2024-01-27 14:00:00+01:00,0.0,0.44,1056.23,715.01,14.95,306.7,
2024-01-27 15:00:00+01:00,0.0,0.44,1061.26,883.32,14.45,309.31,
2024-01-27 16:00:00+01:00,0.0,0.44,1066.84,944.55,14.17,314.69,
2024-01-27 17:00:00+01:00,0.0,0.44,1077.35,1031.04,13.83,314.9,
2024-01-27 18:00:00+01:00,0.0,0.44,1069.84,1029.92,13.73,316.5,
2024-01-27 19:00:00+01:00,0.0,0.44,1066.36,926.08,14.2,308.99,
2024-01-27 20:00:00+01:00,0.0,0.44,1048.88,838.49,14.34,280.07,
2024-01-27 21:00:00+01:00,0.0,0.44,1046.86,795.38,14.83,281.31,
2024-01-27 22:00:00+01:00,0.0,0.44,1057.61,826.64,15.17,282.28,
